[header]
width=30
height=20
tilewidth=40
tileheight=40

[tilesets]
tileset=../image/block/water block.png,40,40,0,0      1
tileset=../image/block/iron block.png,40,40,0,0       2
tileset=../image/block/brick block.png,40,40,0,0      3
tileset=../image/block/bush block.png,40,40,0,0       4
tileset=../image/block/flag.png,40,40,0,0             5
tileset=../image/enemy/enemy.png,40,40,0,0            6
tileset=../image/player/player.png,40,40,0,0          7

[layer]
type=Слой тайлов 1
data=
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,6,0,4,4,4,4,0,0,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,0,0,1,
1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,1,
1,3,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,6,0,1,
1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,
1,3,3,0,4,0,3,3,3,3,3,3,2,3,3,3,3,3,3,3,0,0,0,0,0,3,3,0,0,1,
1,0,3,0,4,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,4,4,4,0,0,0,3,0,0,1,
1,0,3,0,4,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,4,4,4,0,0,0,3,0,0,1,
1,0,3,3,4,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,4,4,4,0,0,0,3,0,0,1,
1,0,0,3,4,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,4,4,4,0,0,0,0,3,0,1,
1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,3,4,4,4,0,0,0,0,3,0,1,
1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,
1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,
1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,3,0,1,
1,0,0,0,0,0,3,0,0,0,0,0,3,3,3,3,3,0,0,0,0,2,2,0,0,0,3,3,0,1,
1,0,0,0,0,3,3,0,0,7,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,1,
1,0,3,3,3,3,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1

